R  6  +1         1.00-30 1.00-30 1.00-30 1.00-30 1.00-30 2.90-30 6.44-25 1.88-22 2.74-21 3.77-21 1.33-21
R  7  +1         7.00-14 5.07-14 3.99-14 4.53-14 4.03-14 2.23-14 1.21-14 6.24-15 2.90-15 1.83-15 6.97-16
R  8  +1         2.38-21 4.60-18 4.28-16 2.62-15 4.73-15 3.35-15 1.69-15 7.12-16 2.02-16 7.55-17 2.67-17
R  9  +1         2.46-14 1.82-14 1.87-14 1.77-14 1.30-14 7.03-15 3.93-15 2.01-15 8.90-16 5.41-16 2.04-16
R 10  +1         1.20-13 8.17-14 4.97-14 4.88-14 4.74-14 2.84-14 1.52-14 6.97-15 2.12-15 8.08-16 2.89-16
R 11  +1         1.50-14 1.00-14 5.76-15 5.91-15 7.27-15 4.78-15 2.41-15 1.04-15 4.87-16 3.85-16 1.36-16
R 12  +1         2.16-15 1.59-15 1.58-15 5.50-15 9.00-15 6.54-15 3.67-15 1.87-15 6.42-16 3.13-16 1.42-16
R 13  +1         2.56-16 2.07-16 3.01-16 1.44-15 2.59-15 1.93-15 1.09-15 5.60-16 2.22-16 1.12-16 4.91-17
R 14  +1         2.33-14 1.71-14 1.24-14 1.59-14 2.03-14 1.39-14 7.56-15 3.64-15 1.33-15 6.35-16 2.44-16
R 15  +1         8.35-15 6.24-15 4.27-15 4.10-15 4.72-15 3.45-15 1.98-15 9.99-16 4.92-16 3.53-16 1.31-16
R 16  +1         6.02-14 4.10-14 2.42-14 2.44-14 2.97-14 1.95-14 9.82-15 4.19-15 1.20-15 4.52-16 1.61-16
R 17  +1         2.98-14 1.85-14 9.79-15 1.80-14 3.18-14 2.32-14 1.17-14 4.96-15 1.40-15 5.13-16 1.82-16
R 18  +1         9.92-15 6.17-15 3.26-15 6.00-15 1.06-14 7.73-15 3.92-15 1.65-15 4.67-16 1.72-16 6.07-17
R 19  +1         1.11-14 7.43-15 4.20-15 4.60-15 6.56-15 4.68-15 2.38-15 1.02-15 3.46-16 1.89-16 6.70-17
R 20  +1         5.03-16 3.92-16 4.83-16 2.88-15 6.35-15 5.06-15 2.75-15 1.31-15 4.57-16 2.11-16 9.39-17
R 21  +1         7.23-17 6.65-17 1.15-16 8.62-16 1.98-15 1.61-15 8.77-16 4.11-16 1.49-16 7.11-17 2.98-17
R 22  +1         1.04-14 7.68-15 5.65-15 8.68-15 1.43-14 1.09-14 5.96-15 2.72-15 9.48-16 4.57-16 1.75-16
R 23  +1         3.61-15 2.72-15 2.00-15 2.40-15 3.63-15 2.86-15 1.60-15 7.45-16 4.04-16 3.24-16 1.20-16
R 24  +1         3.30-14 2.25-14 1.33-14 1.49-14 2.25-14 1.69-14 8.83-15 3.83-15 1.11-15 4.19-16 1.49-16
R 25  +1         2.63-14 1.64-14 8.27-15 1.35-14 2.66-14 2.15-14 1.12-14 4.85-15 1.38-15 5.09-16 1.80-16
R 26  +1         8.78-15 5.46-15 2.75-15 4.48-15 8.90-15 7.18-15 3.76-15 1.62-15 4.62-16 1.70-16 6.02-17
R 27  +1         7.23-15 4.82-15 2.71-15 3.33-15 5.69-15 4.50-15 2.36-15 1.02-15 3.25-16 1.54-16 5.46-17
R 28  +1         5.65-15 3.44-15 2.18-15 1.28-14 3.19-14 2.68-14 1.41-14 6.13-15 1.76-15 6.46-16 2.28-16
R 29  +1         1.88-15 1.15-15 7.27-16 4.31-15 1.07-14 8.93-15 4.71-15 2.03-15 5.79-16 2.13-16 7.55-17
S  1  +1         2.07-09 5.51-09 1.34-08 2.14-08 3.22-08 5.14-08 6.70-08 7.88-08 8.28-08 7.66-08 6.53-08
S  2  +1         5.32-06 2.53-07 5.70-08 4.35-08 4.77-08 6.74-08 8.86-08 1.08-07 1.20-07 1.15-07 1.01-07
  -1
  -1  -1
C-------------------------------------------------------------------------------
C
C Combined two specific ion files
C
C Target         : copmm#4_be0.dat
C Supplementary  : adas215_adf04_be0.pass
C
C Replace SUPPLEMENTARY level into TARGET level
C
C                     1                 1
C                     2                 2
C                     3                 3
C                     4                 4
C                     5                 5
C                     6                12
C                     7                 7
C                     8                 6
C                     9                 9
C                    10                10
C                    11                 8
C                    12                11
C                    13                13
C                    14                14
C                    15                16
C                    16                15
C                    17                17
C                    18                18
C                    19                20
C
C
C Code     : ADAS utility program, merge04
C Date     : 01-02-2006
C Producer : Martin O'Mullane
C
C-------------------------------------------------------------------------------
C
C   Zero supplement A values found and the target values are used instead.
C
C     Tran.      Target       Supp
C
C      2   1     4.60D-02     1.00D-30
C      6   1     1.84D-03     1.00D-30
C      7   1     1.27D-01     1.00D-30
C     12   1     1.48D+01     1.00D-30
C     14   1     9.24D-03     1.00D-30
C     15   1     8.39D-30     1.00D-30
C     20   1     1.83D+02     1.00D-30
C      3   2     2.79D-06     1.00D-30
C      5   2     1.38D+01     1.00D-30
C      7   2     2.08D+02     1.00D-30
C      9   2     2.97D-06     1.00D-30
C     12   2     7.73D+02     1.00D-30
C     13   2     1.73D-02     1.00D-30
C     14   2     2.20D+01     1.00D-30
C     16   2     8.82D-07     1.00D-30
C     17   2     1.40D+02     1.00D-30
C     18   2     1.01D-06     1.00D-30
C     20   2     2.16D+00     1.00D-30
C      4   3     1.41D-04     1.00D-30
C      6   3     9.74D-01     1.00D-30
C      7   3     7.46D-09     1.00D-30
C      9   3     2.14D+01     1.00D-30
C     10   3     1.23D-03     1.00D-30
C     11   3     1.69D-02     1.00D-30
C     14   3     2.47D-08     1.00D-30
C     15   3     8.59D-03     1.00D-30
C     16   3     6.43D+00     1.00D-30
C     17   3     9.52D-09     1.00D-30
C     18   3     4.49D+01     1.00D-30
C      9   4     1.39D-01     1.00D-30
C     10   4     1.38D+01     1.00D-30
C     11   4     1.11D-30     1.00D-30
C     15   4     2.93D+00     1.00D-30
C     16   4     6.61D-03     1.00D-30
C     20   4     3.01D-28     1.00D-30
C      6   5     3.42D-09     1.00D-30
C      7   5     1.83D-03     1.00D-30
C     12   5     3.62D+01     1.00D-30
C     14   5     2.92D-03     1.00D-30
C     20   5     1.33D+01     1.00D-30
C      9   6     3.16D+00     1.00D-30
C     12   6     1.29D-06     1.00D-30
C     13   6     1.18D-06     1.00D-30
C     15   6     3.04D-29     1.00D-30
C     16   6     4.77D+00     1.00D-30
C     17   6     7.67D-25     1.00D-30
C     18   6     1.55D+01     1.00D-30
C     20   6     9.54D-06     1.00D-30
C      9   7     5.97D-09     1.00D-30
C     12   7     6.85D-02     1.00D-30
C     13   7     1.54D-01     1.00D-30
C     14   7     6.75D+00     1.00D-30
C     16   7     1.34D-07     1.00D-30
C     17   7     3.39D+01     1.00D-30
C     18   7     2.26D-07     1.00D-30
C     20   7     1.07D-03     1.00D-30
C     10   9     2.75D-08     1.00D-30
C     11   9     9.26D-04     1.00D-30
C     14   9     1.35D-09     1.00D-30
C     15   9     7.86D-05     1.00D-30
C     16   9     3.57D+00     1.00D-30
C     17   9     2.65D-09     1.00D-30
C     18   9     1.16D+01     1.00D-30
C     11  10     1.84D-01     1.00D-30
C     15  10     1.71D+00     1.00D-30
C     16  10     9.05D-03     1.00D-30
C     18  10     4.31D-26     1.00D-30
C     20  10     1.12D-28     1.00D-30
C     15  11     9.96D-01     1.00D-30
C     16  11     1.79D-02     1.00D-30
C     13  12     2.11D-07     1.00D-30
C     14  12     5.71D-03     1.00D-30
C     17  12     1.52D-25     1.00D-30
C     20  12     5.50D-01     1.00D-30
C     14  13     2.18D-04     1.00D-30
C     20  13     1.90D+00     1.00D-30
C     16  14     3.37D-10     1.00D-30
C     17  14     3.14D-02     1.00D-30
C     18  14     7.86D-11     1.00D-30
C     20  14     1.55D-02     1.00D-30
C     18  15     1.23D-28     1.00D-30
C     20  15     8.57D-30     1.00D-30
C     17  16     1.92D-14     1.00D-30
C     18  16     2.47D-05     1.00D-30
C     20  17     5.96D-24     1.00D-30
C
C-------------------------------------------------------------------------------
C
C   For the following transitions supplement A values have been used,
C   Check the supplement values!
C
C     Tran.      Target       Supp      Factor
C
C     16   1     2.02D+06     1.96D+05       103.06
C     12   3     6.23D+07     3.68D+03    169293.48
C     14   6     1.83D+03     1.90D+02        96.32
C
C-------------------------------------------------------------------------------
C Comments from target file
C-------------------------------------------------------------------------------
C
C             Configuration
C       Eissner            == Standard           R Parentage
C
C   1   21522              == 1S2 2S2              1 1S  1S/
C   2   21512513           == 1S2 2S1 2P1          1 2S  2S/ 1 2P  3P/
C   3   21512513           == 1S2 2S1 2P1          1 2S  2S/ 1 2P  1P/
C   4   21512514           == 1S2 2S1 3S1          1 2S  2S/ 1 2S  3S/
C   5   21512514           == 1S2 2S1 3S1          1 2S  2S/ 1 2S  1S/
C   6   21523              == 1S2 2P2              1 3P  3P/
C   7   21512515           == 1S2 2S1 3P1          1 2S  2S/ 1 2P  3P/
C   8   21512516           == 1S2 2S1 3D1          1 2S  2S/ 1 2D  1D/
C   9   21512515           == 1S2 2S1 3P1          1 2S  2S/ 1 2P  1P/
C  10   21512516           == 1S2 2S1 3D1          1 2S  2S/ 1 2D  3D/
C  11   21512517           == 1S2 2S1 4S1          1 2S  2S/ 1 2S  3S/
C  12   21523              == 1S2 2P2            * 2 1D  1D/
C  13   21512517           == 1S2 2S1 4S1          1 2S  2S/ 1 2S  1S/
C  14   21512518           == 1S2 2S1 4P1          1 2S  2S/ 1 2P  3P/
C  15   21512519           == 1S2 2S1 4D1          1 2S  2S/ 1 2D  3D/
C  16   21512518           == 1S2 2S1 4P1          1 2S  2S/ 1 2P  1P/
C  17   2151251A           == 1S2 2S1 4F1          1 2S  2S/ 1 2F  3F/
C  18   2151251A           == 1S2 2S1 4F1          1 2S  2S/ 1 2F  1F/
C  19   2151251B           == 1S2 2S1 5S1          1 2S  2S/ 1 2S  3S/
C  20   21512519           == 1S2 2S1 4D1          1 2S  2S/ 1 2D  1D/
C  21   2151251B           == 1S2 2S1 5S1          1 2S  2S/ 1 2S  1S/
C  22   2151251C           == 1S2 2S1 5P1          1 2S  2S/ 1 2P  3P/
C  23   2151251D           == 1S2 2S1 5D1          1 2S  2S/ 1 2D  3D/
C  24   2151251C           == 1S2 2S1 5P1          1 2S  2S/ 1 2P  1P/
C  25   2151251E           == 1S2 2S1 5F1          1 2S  2S/ 1 2F  3F/
C  26   2151251E           == 1S2 2S1 5F1          1 2S  2S/ 1 2F  1F/
C  27   2151251F           == 1S2 2S1 5G1          1 2S  2S/ 1 2G  3G/
C  28   2151251F           == 1S2 2S1 5G1          1 2S  2S/ 1 2G  1G/
C  29   2151251D           == 1S2 2S1 5D1          1 2S  2S/ 1 2D  1D/
C  30   21523              == 1S2 2P2              3 1S  1S/
C
C (R) - Levels (or levels within a term) have been reassigned
C       from their principal component.
C
C-------------------------------------------------------------------------------
C
C IC Level list :
C
C        1     2     3     4     5     6     7     8     9    10
C       11    12    13    14    15    16    17    18    19    20
C       21    22    23    24    25    26    27    28    29    30
C       31    32    33    34    35    36    37    38    39    40
C       41    42    43    44    45    46    47    48    49    50
C       51    52
C
C Map to LS levels :
C
C        1     2     2     2     3     4     5     6     6     6
C        7     7     7     8     9    10    10    10    11    12
C       13    14    14    14    15    15    15    16    17    17
C       17    18    19    20    21    22    22    22    23    23
C       23    24    25    25    25    26    27    28    27    27
C       29    30
C
C-------------------------------------------------------------------------------
C
C  The following levels tied to ground with gamma=0, A=0
C
C       8
C
C-------------------------------------------------------------------------------
C
C   Generated from Cowan Atomic Structure Program
C
C   From IFG file : /home/adas/adas/pass/ifg#in_be0.dat
C
C   Options in effect
C
C   Coupling    Avalue   numtemps   Lweight   Isonuclear   Comment Level
C   LS          YES      14         NO        NO           2
C
C
C   Cowan code options
C   ------------------
C
C         SCF method used                      :  HR
C
C         Scale factors for Slater Parameters  :  90 99 90 90 80
C
C         Optically allowed transitions        :  Yes
C
C         Optically forbidden transitions (M1) :  Both Parities
C
C         Optically forbidden transitions (E2) :  Both Parities
C
C         Born Collision-Strength  - forbidden :  0 ->  2
C
C         Born Collision-Strength  - allowed   :  1 ->  1
C
C
C   Parity 1    Parity 2    Allowed
C        248         181        365     initially
C        107          62        161     reduced
C
C   Note: The Born method does NOT calculate spin changing transitions
C   correctly. You should supplement for important transitions of this type.
C
C-------------------------------------------------------------------------------
C
C   Code     : ADAS801
C   Producer : Martin O'Mullane
C   Date     : 01/02/06
C
C-------------------------------------------------------------------------------
C Comments from supplementary file
C-------------------------------------------------------------------------------
C
C  File generated by altering the temperature set of an ADF04 file
C
C  Program     : ADAS215
C
C  Source file : ./belike_cpb05#be0.dat
C
C  Producer    : Martin O'Mullane
C
C  Date        : 30/01/06
C-------------------------------------------------------------------------------
C  Replace n=5 energy levels with NIST values (except 5g levels).
C-------------------------------------------------------------------------------
C
C  Unphysical A values. Set A=1.0E-30 for following transitions :
C      8     9    A =   3.16D+00
C      7    12    A =   1.30D+07
C      9    12    A =   9.26D-04
C     10    12    A =   1.84D-01
C      6     7    A =   6.85D-02
C     23    24    A =   9.25D-08
C     27    29    A =   2.32D-02
C
C-------------------------------------------------------------------------------
C
C The following levels are above the ionisation potential :   75190.0
C
C     30 1S2 2P2           (1)0( 0.0)          81516.2
C
C-------------------------------------------------------------------------------
C
C Level list :
C
C     1   2   3   4   5   6   7   8   9  10
C    11  12  13  14  15  16  17  18  19  20
C    21  22  23  24  25  26  27  28  29  30
C
C Original level order :
C
C     1   2   3   4   5  12   7   6   9  10
C     8  11  13  14  16  15  17  18  20  19
C    21  22  24  23  25  26  29  27  28  30
C
C-------------------------------------------------------------------------------
C
C Filtered adf04 file to
C  - sort energy levels
C  - remove non physical A values from
C    energy level reversals
C  - remove energies above ionisation potential
C  - remove duplicate transitions
C
C Code     : ADAS utility program, filter04
C Date     : 01-02-2006
C Producer : Martin O'Mullane
C
C-------------------------------------------------------------------------------
C
C  Generate radiative recombination from :
C     .../adas/adf08/rrc96#li/rrc96#li_be1ls.dat
C
C
C  CODE     : ADAS211
C  PRODUCER : Martin O'Mullane
C  DATE     : 02/02/06
C
C-------------------------------------------------------------------------------
C
C     Dielectronic data is post-processed from Badnell files as follows:
C
C      /home/adas/adas/adf09/nrb93#li/nrb93#li_be1ls12.dat
C      /home/adas/adas/adf09/nrb93#li/nrb93#li_be1ls22.dat
C      /home/adas/adas/adf09/nrb93#li/nrb93#li_be1ls23.dat
C
C     The cross-referencing file is as follows:
C
C      /home/adas/adas/adf18/a09_a04/drm96#be/drm96#be_be0ls.dat
C
C     The parent metastable indices are as follows:
C
C     1.    1S2 2S1             (2)0( 0.5)
C     2.    1S2 2P1             (2)1( 2.5)
C
C     Dielectronic data added to  27 existing rad. recom. level sets
C
C
C  CODE     : ADAS211
C  PRODUCER : Martin O'Mullane
C  DATE     : 02/02/06
C
C-------------------------------------------------------------------------------
C
C  Added ionisation rates (S-lines) from :
C      /home/adas/adas/adf07/szd03#be/szd03#be_be.dat
C
C    S  1  +1   ISEL =    1   Energy =     75190.00
C    S  2  +1   ISEL =    2   Energy =     53210.00
C
C  Code     : ADAS807
C  Producer : Martin O'Mullane
C  Date     : 02/02/06
C
C-------------------------------------------------------------------------------
